system_code,location_code,location_name,Managed_by_name,location_type_description,Location_Category_Description,Status_descriptions,primary_address_line_1,lon,lat
11X181,X181,I.S. 181 Pablo Casals,DOE,General Academic,Junior High-Intermediate-Middle,Open,800 BAYCHESTER AVENUE,-73.831669,40.874035
08X182,X182,P.S. 182,DOE,General Academic,Elementary,Open,601 STICKBALL BOULEVARD,-73.856976,40.818925
08X182,X182,P.S. 182,DOE,General Academic,Elementary,Open,601 STICKBALL BOULEVARD,-73.856976,40.818925
07X184,X184,I S 184 Rafael C Y Molina,DOE,General Academic,Junior High-Intermediate-Middle,Closed,778 FOREST AVENUE,-73.9059,40.8189
84X185,X185,Bronx Lighthouse Charter School,Charter,General Academic,K-12 all grades,Open,1001 INTERVALE AVENUE,-73.897394,40.823228
75X186,X186,P186X Walter J. Damrosch School,DOE,Special Education,K-12 all grades,Open,750 JENNINGS STREET,-73.897797,40.831388
75X188,X188,P.S. X188,DOE,Special Education,K-12 all grades,Open,770 GROTE STREET,-73.883877,40.850168
75X188,X188,P.S. X188,DOE,Special Education,K-12 all grades,Open,770 GROTE STREET,-73.883877,40.850168
11X189,X189,Cornerstone Academy for Social Action,DOE,General Academic,Elementary,Open,3441 STEENWICK AVENUE,-73.830616,40.882778
12X190,X190,E.S.M.T- I.S. 190,DOE,General Academic,Junior High-Intermediate-Middle,Open,1550 CROTONA PARK EAST,-73.892784,40.836156
12X191,X191,IS 191,DOE,General Academic,Junior High-Intermediate-Middle,Closed,2055 MAPES AVENUE,-73.8862,40.8458
08X192,X192,I.S. 192 Piagentini-Jones,DOE,General Academic,Junior High-Intermediate-Middle,Closed,650 HOLLYWOOD AVENUE,-73.8184,40.8265
11X194,X194,P.S./M.S. 194,DOE,General Academic,K-8,Open,2365 WATERBURY AVENUE,-73.846594,40.83541
12X195,X195,P.S. 195,DOE,General Academic,Elementary,Open,1250 WARD AVENUE,-73.877305,40.830811
12X196,X196,P.S. 196,DOE,General Academic,Elementary,Open,1250 WARD AVENUE,-73.877305,40.830811
12X197,X197,P.S. 197,DOE,General Academic,Early Childhood,Closed,1250 WARD AVENUE,-73.877305,40.830811
12X198,X198,P.S. 198,DOE,General Academic,Elementary,Closed,1180 TINTON AVENUE,-73.900121,40.828406
09X199,X199,P.S. 199X - The Shakespeare School,DOE,General Academic,Elementary,Open,1449 SHAKESPEARE AVENUE,-73.920826,40.843453
84X200,X200,New Visions A.I.M. Charter High School II,Charter,Transfer School,High school,Open,1010 REV. J. A. POLITE AVENUE,-73.898265,40.823124
08X201,X201,M.S. X201,DOE,General Academic,Junior High-Intermediate-Middle,Closed,730 BRYANT AVENUE,-73.8858,40.8155
84X202,X202,New Visions Charter High School for Advanced Math,Charter,General Academic,High school,Open,900 TINTON AVENUE,-73.902892,40.821723
07X203,X203,M.S. 203,DOE,General Academic,Junior High-Intermediate-Middle,Closed,339 MORRIS AVENUE,-73.925995,40.813681
09X204,X204,P.S. 204 Morris Heights,DOE,General Academic,Elementary,Open,1780 DR. MARTIN LUTHER KING JR. BLVD,-73.915217,40.849416
10X205,X205,P.S. 205 Fiorello LaGuardia,DOE,General Academic,Elementary,Open,2475 SOUTHERN BOULEVARD,-73.881753,40.855759
10X206,X206,I.S. 206 Ann Mersereau,DOE,General Academic,Junior High-Intermediate-Middle,Open,2280 AQUEDUCT AVENUE,-73.906285,40.859534
10X207,X207,P.S. 207,DOE,General Academic,Early Childhood,Open,3030 GODWIN TERRACE,-73.906197,40.878327
84X208,X208,New Visions Charter High School for the Humanities,Charter,General Academic,High school,Open,455 SOUTHERN BLVD,-73.907528,40.810671
10X209,X209,P.S. 209,DOE,General Academic,Early Childhood,Open,313 EAST 183RD STREET,-73.897635,40.856834
12X211,X211,P.S. 211,DOE,General Academic,K-8,Open,1919 PROSPECT AVENUE,-73.890145,40.843705
12X212,X212,P.S. 212,DOE,General Academic,K-8,Open,1180 TINTON AVENUE,-73.900121,40.828406
10X213,X213,Bronx Engineering and Technology Academy,DOE,General Academic,High school,Open,99 TERRACE VIEW AVENUE,-73.912686,40.877379
12X214,X214,P.S. 214,DOE,General Academic,K-8,Open,1970 WEST FARMS ROAD,-73.879931,40.839297
09X215,X215,Kappa,DOE,General Academic,Junior High-Intermediate-Middle,Open,3630 THIRD AVENUE,-73.903951,40.833493
12X216,X216,Business School for Entrepreneurial Studies,DOE,General Academic,Junior High-Intermediate-Middle,Closed,977 FOX STREET,-73.894368,40.822056
12X217,X217,School of Performing Arts,DOE,General Academic,Junior High-Intermediate-Middle,Open,977 FOX STREET,-73.894368,40.822056
09X218,X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,DOE,General Academic,K-8,Open,1220 GERARD AVENUE,-73.919571,40.835681
09X219,X219,I.S. 219 New Venture School,DOE,General Academic,Junior High-Intermediate-Middle,Open,3630 THIRD AVENUE,-73.903951,40.833493
07X220,X220,P.S. 220 Mott Haven Village School,DOE,General Academic,K-8,Closed,468 EAST 140 STREET,-73.9199,40.8095
07X221,X221,South Bronx Preparatory: A College Board School,DOE,General Academic,Secondary School,Open,360 EAST 145 STREET,-73.920851,40.813612
07X222,X222,IS 222,DOE,General Academic,Junior High-Intermediate-Middle,Closed,345 BROOK AVENUE,-73.9178,40.81
07X223,X223,The Laboratory School of Finance and Technology: X,DOE,General Academic,Secondary School,Open,360 EAST 145 STREET,-73.920851,40.813612
07X224,X224,P.S./I.S. 224,DOE,General Academic,Junior High-Intermediate-Middle,Open,345 BROOK AVENUE,-73.918774,40.810314
10X225,X225,Theatre Arts Production Company School,DOE,General Academic,Secondary School,Open,2225 WEBSTER AVENUE,-73.897404,40.854257
10X226,X226,P.S. 226,DOE,General Academic,Elementary,Open,1950 SEDGWICK AVENUE,-73.916076,40.855822
09X227,X227,Bronx Collegiate Academy,DOE,General Academic,High school,Open,240 EAST 172 STREET,-73.911366,40.839307
10X228,X228,Jonas Bronck Academy,DOE,General Academic,Junior High-Intermediate-Middle,Open,400 EAST FORDHAM ROAD,-73.891562,40.860987
09X229,X229,I.S. 229 Roland Patterson,DOE,General Academic,Junior High-Intermediate-Middle,Open,275 HARLEM RIVER PARK BRIDGE,-73.9216,40.8524
09X230,X230,P.S. 230 Dr Roland N. Patterson,DOE,General Academic,Elementary,Closed,275 HARLEM RIVER PARK BRIDGE,-73.9216,40.8524
09X231,X231,Eagle Academy for Young Men,DOE,General Academic,Secondary School,Open,4143 THIRD AVENUE,-73.897479,40.845366
09X232,X232,I.S. 232,DOE,General Academic,Junior High-Intermediate-Middle,Open,1700 MACOMBS ROAD,-73.915217,40.849416
84X233,X233,Family Life Academy Charter School II,Charter,General Academic,K-8,Open,296 EAST 140 STREET,-73.925416,40.811562
12X234,X234,PS 234 Twin Parks,DOE,General Academic,Elementary,Closed,2050 PROSPECT AVENUE,-73.8874,40.8462
09X236,X236,P.S. 236 Langston Hughes,DOE,General Academic,Elementary,Open,1871 WALTON AVENUE,-73.909936,40.848907
10X237,X237,"The Marie Curie School for Medicine, Nursing, and",DOE,General Academic,High school,Open,120 WEST 231 STREET,-73.901565,40.875636
09X239,X239,Urban Assembly Academy for History and Citizenship,DOE,General Academic,High school,Closed,240 EAST 172 STREET,-73.911366,40.839307
09X241,X241,Urban Assembly School for Applied Math and Science,DOE,General Academic,Secondary School,Open,1595 BATHGATE AVENUE,-73.901774,40.839508
12X242,X242,Mott Hall V,DOE,General Academic,Secondary School,Open,1551 EAST 172ND STREET,-73.878191,40.832508
10X243,X243,West Bronx Academy for the Future,DOE,General Academic,Secondary School,Open,500 EAST FORDHAM ROAD,-73.888625,40.859466
10X244,X244,The New School for Leadership and Journalism,DOE,General Academic,Junior High-Intermediate-Middle,Open,120 WEST 231 STREET,-73.901565,40.875636
12X245,X245,New Day Academy,DOE,General Academic,Secondary School,Closed,800 HOME STREET,-73.900593,40.826933
10X246,X246,P.S. 246 Poe Center,DOE,General Academic,Elementary,Open,2641 GRAND CONCOURSE,-73.8953,40.865972
12X248,X248,"Metropolitan High School, The",DOE,General Academic,High school,Open,1180 REV. J.A. POLITE AVE.,-73.896925,40.827539
11X249,X249,Bronx Health Sciences High School,DOE,General Academic,High school,Open,750 BAYCHESTER AVENUE,-73.831669,40.874035
09X250,X250,Eximius College Preparatory Academy: A College Boa,DOE,General Academic,High school,Open,1363 FULTON AVENUE,-73.902794,40.833884
09X250,X250,Eximius College Preparatory Academy: A College Boa,DOE,General Academic,High school,Open,1363 FULTON AVENUE,-73.902794,40.833884
12X251,X251,Explorations Academy H.S.,DOE,General Academic,High school,Open,1619 BOSTON ROAD,-73.890591,40.836245
09X252,X252,Mott Hall Bronx High School,DOE,General Academic,High school,Open,1595 BATHGATE AVENUE,-73.901774,40.839508
11X253,X253,Bronx High School for Writing and Communication Ar,DOE,General Academic,High school,Open,800 EAST GUN HILL ROAD,-73.861649,40.875172
10X254,X254,I.S. 254,DOE,General Academic,Junior High-Intermediate-Middle,Open,2452 WASHINGTON AVENUE,-73.889878,40.858721
84X255,X255,Bronx Charter School for Excellence,Charter,General Academic,K-8,Open,1960 BENEDICT AVENUE,-73.858533,40.834025
84X256,X256,Heketi Community Charter School,Charter,General Academic,Elementary,Open,403 Concord Avenue,-73.909595,40.8091
10X257,X257,PS 257 Children's School,DOE,General Academic,Elementary,Closed,560 EAST 179 STREET,-73.8937,40.8486
84X258,X258,Tech International Charter School,Charter,General Academic,Junior High-Intermediate-Middle,Closed,3120 Corlear Avenue,-73.907295,40.880738
11X275,X275,High School of Computers and Technology,DOE,Career Technical,High school,Open,800 EAST GUN HILL ROAD,-73.861649,40.875172
07X259,X259,"H.E.R.O. High (Health, Education, and Research Occ",DOE,Career Technical,High school,Open,455 SOUTHERN BLVD,-73.907528,40.810671
09X260,X260,Bronx Center for Science and Mathematics,DOE,General Academic,High school,Open,1363 FULTON AVENUE,-73.902794,40.833884
09X260,X260,Bronx Center for Science and Mathematics,DOE,General Academic,High school,Open,1363 FULTON AVENUE,-73.902794,40.833884
12X262,X262,Performance Conservatory High School,DOE,General Academic,High school,Closed,1619 BOSTON ROAD,-73.890591,40.836245
09X263,X263,Validus Preparatory Academy,DOE,General Academic,High school,Open,1595 BATHGATE AVENUE,-73.901774,40.839508
10X264,X264,Bronx Academy for Software Engineering (BASE),DOE,Career Technical,High school,Open,2474 CROTONA AVENUE,-73.882487,40.855392
11X265,X265,Bronx Lab School,DOE,General Academic,High school,Open,800 EAST GUN HILL ROAD,-73.861649,40.875172
12X267,X267,Bronx Latin,DOE,General Academic,Secondary School,Open,800 HOME STREET,-73.900593,40.826933
10X268,X268,Kingsbridge International High School,DOE,General Academic,High school,Open,2780 RESERVOIR AVENUE,-73.897066,40.869061
08X269,X269,Bronx Studio School for Writers and Artists,DOE,General Academic,Secondary School,Open,928 SIMPSON STREET,-73.892961,40.820388
11X270,X270,Academy for Scholarship and Entrepreneurship: A Co,DOE,General Academic,High school,Open,921 EAST 228TH STREET,-73.852714,40.888242
12X271,X271,East Bronx Academy for the Future,DOE,General Academic,Secondary School,Open,1716 SOUTHERN BOULEVARD,-73.887688,40.836821
11X272,X272,Globe School for Environmental Research,DOE,General Academic,Junior High-Intermediate-Middle,Closed,3710 BARNES AVENUE,-73.860126,40.880649
12X273,X273,Frederick Douglass Academy V. Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,2111 CROTONA AVENUE,-73.888987,40.848748
09X274,X274,The New American Academy at Roberto Clemente State,DOE,General Academic,Elementary,Open,275 HARLEM RIVER PARK BRIDGE,-73.9216,40.8524
09X276,X276,Leadership Institute,DOE,General Academic,High school,Closed,1701 FULTON AVENUE,-73.897943,40.841758
07X277,X277,P.S. 277,DOE,General Academic,Elementary,Open,519 ST ANNS AVENUE,-73.913872,40.813385
12X278,X278,Peace and Diversity Academy,DOE,General Academic,High school,Closed,1180 REV. J.A. POLITE AVE.,-73.896925,40.827539
10X279,X279,"P.S. 279 Captain Manuel Rivera, Jr.",DOE,General Academic,K-8,Open,2100 WALTON AVENUE,-73.904958,40.854666
10X280,X280,P.S./M.S. 280 Mosholu Parkway,DOE,General Academic,K-8,Open,3202 STEUBEN AVENUE,-73.881245,40.876819
10X280,X280,P.S./M.S. 280 Mosholu Parkway,DOE,General Academic,K-8,Open,3202 STEUBEN AVENUE,-73.881245,40.876819
08X282,X282,Women's Academy of Excellence,DOE,General Academic,High school,Open,456 WHITE PLAINS ROAD,-73.85607,40.815043
10X284,X284,Bronx School of Law and Finance,DOE,General Academic,High school,Open,99 TERRACE VIEW AVENUE,-73.912686,40.877379
12X286,X286,Fannie Lou Hamer Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,1001 JENNINGS STREET,-73.88654,40.831493
11X287,X287,North Bronx School of Empowerment,DOE,General Academic,Junior High-Intermediate-Middle,Open,3710 BARNES AVENUE,-73.860126,40.880649
11X288,X288,Collegiate Institute for Math and Science,DOE,General Academic,High school,Open,925 ASTOR AVENUE,-73.860729,40.860443
11X289,X289,The Young Scholars Academy of The Bronx,DOE,General Academic,Junior High-Intermediate-Middle,Closed,3710 BARNES AVENUE,-73.860126,40.880649
11X290,X290,Bronx Academy of Health Careers,DOE,General Academic,High school,Open,800 EAST GUN HILL ROAD,-73.861649,40.875172
10X291,X291,P.S. 291,DOE,General Academic,Elementary,Open,2195 ANDREWS AVENUE,-73.909763,40.859243
08X293,X293,Renaissance High School for Musical Theater and th,DOE,General Academic,High school,Open,3000 EAST TREMONT AVENUE,-73.839583,40.839775
09X294,X294,The Walton Avenue School,DOE,General Academic,Elementary,Open,1425 WALTON AVENUE,-73.915879,40.8404
08X295,X295,Gateway School for Environmental Research and Tech,DOE,General Academic,High school,Closed,1980 LAFAYETTE AVENUE,-73.85593,40.821218
07X296,X296,South Bronx Academy for Applied Media,DOE,General Academic,Junior High-Intermediate-Middle,Open,778 FOREST AVENUE,-73.905389,40.818703
09X297,X297,Morris Academy for Collaborative Studies,DOE,General Academic,High school,Open,1110 BOSTON ROAD,-73.90392,40.827455
07X298,X298,Academy of Public Relations,DOE,General Academic,Junior High-Intermediate-Middle,Open,778 FOREST AVENUE,-73.905389,40.818703
11X299,X299,Astor Collegiate Academy,DOE,General Academic,High school,Open,925 ASTOR AVENUE,-73.860729,40.860443
12X300,X300,The School of Science and Applied Learning,DOE,General Academic,Elementary,Open,2050 PROSPECT AVENUE,-73.886721,40.846128
08X301,X301,M.S. 301 Paul L. Dunbar,DOE,General Academic,Junior High-Intermediate-Middle,Open,890 CAULDWELL AVENUE,-73.906739,40.822291
08X302,X302,M.S. 302 Luisa Dessus Cruz,DOE,General Academic,Junior High-Intermediate-Middle,Open,681 KELLY STREET,-73.901599,40.816078
09X303,X303,I.S. X303 Leadership & Community Service,DOE,General Academic,Junior High-Intermediate-Middle,Open,1700 MACOMBS ROAD,-73.915217,40.849416
08X304,X304,P.S. 304 Early Childhood School,DOE,General Academic,Elementary,Open,2750 LAFAYETTE AVENUE,-73.829211,40.82708
08X305,X305,Pablo Neruda Academy,DOE,General Academic,High school,Closed,1980 LAFAYETTE AVENUE,-73.85593,40.821218
10X306,X306,P.S. 306,DOE,General Academic,Elementary,Open,40 WEST TREMONT AVENUE,-73.910827,40.850722
10X307,X307,Luisa Pineiro Fuentes School of Science and Discov,DOE,General Academic,Elementary,Open,124 EAMES PLACE,-73.901821,40.869142
10X308,X308,Bronx Dance Academy School,DOE,General Academic,Junior High-Intermediate-Middle,Open,3617 BAINBRIDGE AVENUE,-73.878051,40.885428
84X309,X309,South Bronx Charter School for International Cultu,Charter,General Academic,Elementary,Open,164 bruckner boulevard,-73.918037,40.803052
10X310,X310,P.S. 310 Marble Hill,DOE,General Academic,Elementary,Open,260 W KINGSBRIDGE RD,-73.905547,40.872477
09X311,X311,Lucero Elementary School,DOE,General Academic,Elementary,Open,1425 WALTON AVENUE,-73.915879,40.8404
08X312,X312,Millennium Art Academy,DOE,General Academic,High school,Open,1980 LAFAYETTE AVENUE,-73.85593,40.821218
09X313,X313,I.S. 313 School of Leadership Development,DOE,General Academic,Junior High-Intermediate-Middle,Open,1600 WEBSTER AVENUE,-73.904353,40.840536
12X314,X314,Fairmont Neighborhood School,DOE,General Academic,Elementary,Open,1550 VYSE AVENUE,-73.886995,40.834188
10X315,X315,P.S. 315 Lab School,DOE,General Academic,K-8,Open,2865 CLAFLIN AVENUE,-73.900068,40.873659
12X316,X316,Kappa III,DOE,General Academic,Junior High-Intermediate-Middle,Open,2055 MAPES AVENUE,-73.886721,40.846128
12X318,X318,"I.S. X318 Math, Science & Technology Through Arts",DOE,General Academic,Junior High-Intermediate-Middle,Open,1919 PROSPECT AVENUE,-73.890145,40.843705
10X319,X319,Providing Urban Learners Success In Education High,DOE,Transfer School,High school,Open,560 EAST 179 STREET,-73.893744,40.848385
08X320,X320,Pelham Lab High School,DOE,General Academic,High school,Open,3000 EAST TREMONT AVENUE,-73.839583,40.839775
12X321,X321,Crotona Academy High School,DOE,Transfer School,High school,Closed,1211 SOUTHERN BOULEVARD,-73.892243,40.829306
11X322,X322,Aspire Preparatory Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Closed,2441 WALLACE AVENUE,-73.865028,40.862098
09X323,X323,Bronx Writing Academy,DOE,General Academic,Junior High-Intermediate-Middle,Open,270 EAST 167 STREET,-73.91435,40.832022
09X324,X324,Bronx Early College Academy for Teaching & Learnin,DOE,General Academic,Secondary School,Open,250 EAST 164 STREET,-73.917705,40.828009
09X325,X325,Urban Science Academy,DOE,General Academic,Junior High-Intermediate-Middle,Closed,1000 TELLER AVENUE,-73.914067,40.827438
11X326,X326,Bronx Green Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,2441 WALLACE AVENUE,-73.865028,40.862098
09X327,X327,Comprehensive Model School Project M.S. 327,DOE,General Academic,Secondary School,Open,1501 JEROME AVENUE,-73.916084,40.842503
09X328,X328,New Millennium Bronx Academy of the Arts,DOE,General Academic,Junior High-Intermediate-Middle,Open,1000 TELLER AVENUE,-73.914067,40.827438
09X329,X329,DreamYard Preparatory School,DOE,General Academic,High school,Open,240 EAST 172 STREET,-73.911366,40.839307
10X331,X331,The Bronx School of Young Leaders,DOE,General Academic,Junior High-Intermediate-Middle,Open,40 WEST TREMONT AVENUE,-73.910827,40.850722
08X332,X332,Holcombe L. Rucker School of Community Research,DOE,General Academic,High school,Closed,965 LONGWOOD AVENUE,-73.897876,40.817741
08X333,X333,The Longwood Academy of Discovery,DOE,General Academic,Elementary,Open,888 REV J A POLITE AVE,-73.898399,40.820108
07X334,X334,International Community High School,DOE,General Academic,High school,Open,345 BROOK AVENUE,-73.918774,40.810314
08X335,X335,The Academy of the Arts,DOE,General Academic,Elementary,Closed,888 REV J A POLITE AVE,-73.898399,40.820108
07X336,X336,Urban Assembly School for the Performing Arts,DOE,General Academic,Secondary School,Closed,339 MORRIS AVENUE,-73.9254,40.8135
08X337,X337,The School for Inquiry and Social Justice,DOE,General Academic,Junior High-Intermediate-Middle,Open,1025 MORRISON AVENUE,-73.874162,40.824989
09X339,X339,I.S. 339,DOE,General Academic,Junior High-Intermediate-Middle,Open,1600 WEBSTER AVENUE,-73.904353,40.840536
10X340,X340,P.S. 340,DOE,General Academic,Elementary,Open,25 WEST 195 STREET,-73.897171,40.869407
12X341,X341,Accion Academy,DOE,General Academic,Junior High-Intermediate-Middle,Open,977 FOX STREET,-73.894368,40.822056
10X342,X342,International School for Liberal Arts,DOE,General Academic,Secondary School,Open,2780 RESERVOIR AVENUE,-73.897066,40.869061
07X343,X343,Academy of Applied Mathematics and Technology,DOE,General Academic,Junior High-Intermediate-Middle,Open,345 BROOK AVENUE,-73.918774,40.810314
10X344,X344,Ampark Neighborhood,DOE,General Academic,Elementary,Open,3961 HILLMAN AVENUE,-73.891664,40.883049
84X345,X345,Hyde Leadership Charter School,Charter,General Academic,K-12 all grades,Open,730 BRYANT AVENUE,-73.885284,40.815827
84X346,X346,South Bronx Classical Charter School,Charter,General Academic,K-8,Open,977 FOX STREET,-73.894368,40.822056
84X347,X347,International Leadership Charter High School,Charter,General Academic,High school,Open,3030 Riverdale Avenue,-73.909955,40.880853
08X348,X348,Schuylerville Preparatory High School,DOE,General Academic,High school,Open,3000 EAST TREMONT AVENUE,-73.839583,40.839775
08X349,X349,Bronx River High School,DOE,General Academic,High school,Open,3000 EAST TREMONT AVENUE,-73.839583,40.839775
09X350,X350,New Directions Secondary School,DOE,General Academic,Secondary School,Open,240 EAST 172 STREET,-73.911366,40.839307
10X351,X351,Bronx Collaborative High School,DOE,General Academic,High school,Open,100 WEST MOSHOLU PARKWAY SOUTH,-73.889011,40.879958
75X352,X352,The Vida Bogart School for All Children,DOE,Special Education,K-8,Open,1000 EAST TREMONT AVENUE,-73.882531,40.840445
10X353,X353,World View High School,DOE,General Academic,High school,Open,100 WEST MOSHOLU PARKWAY SOUTH,-73.889011,40.879958
11X355,X355,Bronx Alliance Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,3750 BAYCHESTER AVENUE,-73.839682,40.886002
11X357,X357,Young Voices Academy of the Bronx,DOE,General Academic,Elementary,Open,800 LYDIG AVENUE,-73.863733,40.854423
07X359,X359,Concourse Village Elementary School,DOE,General Academic,Elementary,Open,750 CONCOURSE VILLAGE WEST,-73.922527,40.823014
10X360,X360,P.S. 360,DOE,General Academic,Elementary,Open,2880 KINGSBRIDGE TERRACE,-73.902214,40.874717
09X361,X361,The Highbridge Green School,DOE,General Academic,Junior High-Intermediate-Middle,Open,200 West 167th Street,-73.927892,40.838232
84X362,X362,Icahn Charter School 7,Charter,General Academic,K-8,Open,1535 STORY AVENUE,-73.877274,40.822522
10X363,X363,Academy For Personal Leadership And Excellence,DOE,General Academic,Junior High-Intermediate-Middle,Open,120 EAST 184 STREET,-73.90049,40.859496
84X364,X364,South Bronx Classical Charter School II,Charter,General Academic,Elementary,Open,333 EAST 135 STREET,-73.925459,40.808194
09X365,X365,Academy for Language and Technology,DOE,General Academic,High school,Open,1700 MACOMBS ROAD,-73.915217,40.849416
08X366,X366,Urban Assembly Academy of Civic Engagement,DOE,General Academic,Junior High-Intermediate-Middle,Closed,650 HOLLYWOOD AVENUE,-73.818083,40.826794
08X367,X367,"Archimedes Academy for Math, Science and Technolog",DOE,General Academic,Secondary School,Open,456 WHITE PLAINS ROAD,-73.85607,40.815043
10X368,X368,In-Tech Academy (M.S. / High School 368),DOE,General Academic,Secondary School,Open,2975 TIBBETT AVENUE,-73.913694,40.877935
07X369,X369,Young Leaders Elementary School,DOE,General Academic,Elementary,Open,468 EAST 140 STREET,-73.919773,40.80908
11X370,X370,Leaders of Tomorrow,DOE,General Academic,Junior High-Intermediate-Middle,Open,3710 BARNES AVENUE,-73.860126,40.880649
08X371,X371,Urban Institute of Mathematics,DOE,General Academic,Junior High-Intermediate-Middle,Open,650 HOLLYWOOD AVENUE,-73.818083,40.826794
12X372,X372,Urban Assembly School for Wildlife Conservation,DOE,General Academic,Secondary School,Closed,2024 MOHEGAN AVENUE,-73.884192,40.843781
10X374,X374,Knowledge and Power Preparatory Academy Internatio,DOE,General Academic,High school,Open,500 EAST FORDHAM ROAD,-73.888625,40.859466
08X375,X375,The Bronx Mathematics Preparatory School,DOE,General Academic,Junior High-Intermediate-Middle,Open,456 WHITE PLAINS ROAD,-73.85607,40.815043
08X376,X376,Antonia Pantoja Preparatory Academy: A College Boa,DOE,General Academic,Secondary School,Open,1980 LAFAYETTE AVENUE,-73.85593,40.821218
08X377,X377,Bronx Community High School,DOE,Transfer School,High school,Open,1980 LAFAYETTE AVENUE,-73.85593,40.821218
84X378,X378,Icahn Charter School 2,Charter,General Academic,K-8,Open,1640 BRONXDALE AVE,-73.857989,40.845023
07X379,X379,Jill Chaifetz Transfer High School,DOE,Transfer School,High school,Open,778 FOREST AVENUE,-73.905389,40.818703
84X380,X380,Success Academy Charter School - Bronx 3,Charter,General Academic,Elementary,Open,1000 TELLER AVENUE,-73.914067,40.827438
07X381,X381,Bronx Haven High School,DOE,Transfer School,High school,Open,333 EAST 151 STREET,-73.919949,40.818645
10X382,X382,"Elementary School for Math, Science, and Technolog",DOE,General Academic,Elementary,Open,125 EAST 181 STREET,-73.903139,40.855337
12X383,X383,Emolior Academy,DOE,General Academic,Junior High-Intermediate-Middle,Open,1970 WEST FARMS ROAD,-73.879931,40.839297
12X384,X384,Entrada Academy,DOE,General Academic,Junior High-Intermediate-Middle,Closed,977 FOX STREET,-73.894368,40.822056
07X385,X385,Performance School,DOE,General Academic,Elementary,Closed,750 CONCOURSE VILLAGE WEST,-73.922527,40.823014
10X386,X386,School for Environmental Citizenship,DOE,General Academic,Elementary,Open,125 EAST 181 STREET,-73.903139,40.855337
84X387,X387,Brilla College Prep Charter School,Charter,General Academic,Elementary,Open,413 EAST 144 STREET,-73.919316,40.812804
12X388,X388,Pan American International High School at Monroe,DOE,General Academic,High school,Open,1300 BOYNTON AVENUE,-73.878191,40.832508
84X389,X389,Bronx Global Learning Institute for Girls Charter,Charter,General Academic,K-8,Open,750 CONCOURSE VILLAGE WEST,-73.922527,40.823014
10X390,X390,M.S. 390,DOE,General Academic,Junior High-Intermediate-Middle,Open,1930 ANDREWS AVENUE,-73.913016,40.854335
10X391,X391,The Angelo Patri Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,2225 WEBSTER AVENUE,-73.897404,40.854257
08X392,X392,Bronx Delta School,DOE,General Academic,Elementary,Open,650 HOLLYWOOD AVENUE,-73.818083,40.826794
84X393,X393,University Prep Charter High School,Charter,General Academic,High school,Open,600 SAINT ANN'S AVENUE,-73.912038,40.814857
84X394,X394,Mott Haven Academy Charter School,Charter,General Academic,K-8,Open,170 BROWN PLACE,-73.92115,40.806389
84X395,X395,"NYC Charter High School for Architecture, Engineer",Charter,General Academic,High school,Open,838 BROOK AVENUE,-73.910421,40.821682
10X396,X396,P.S. 396,DOE,General Academic,Elementary,Open,1930 ANDREWS AVENUE,-73.913016,40.854335
10X397,X397,English Language Learners and International Suppor,DOE,Transfer School,High school,Open,99 TERRACE VIEW AVENUE,-73.912686,40.877379
84X398,X398,Bronx Community Charter School,Charter,General Academic,K-8,Open,3170 WEBSTER AVENUE,-73.875451,40.872455
10X399,X399,M.S. 399,DOE,General Academic,Junior High-Intermediate-Middle,Closed,120 EAST 184 STREET,-73.90049,40.859496
12X400,X400,Morris Hs,DOE,General Academic,High school,Closed,1110 BOSTON ROAD,-73.9046,40.8275
09X403,X403,Bronx International High School,DOE,General Academic,High school,Open,1110 BOSTON ROAD,-73.90392,40.827455
09X404,X404,School for Excellence,DOE,General Academic,High school,Open,1110 BOSTON ROAD,-73.90392,40.827455
08X405,X405,Herbert H. Lehman High School,DOE,General Academic,High school,Open,3000 EAST TREMONT AVENUE,-73.839583,40.839775
84X407,X407,Bronx Charter School for Children,Charter,General Academic,Elementary,Open,388 WILLIS AVENUE,-73.919913,40.81264
10X410,X410,William Howard Taft Hs,DOE,General Academic,High school,Closed,240 EAST 172 STREET,-73.9109,40.8404
09X412,X412,Bronx High School of Business,DOE,General Academic,High school,Open,240 EAST 172 STREET,-73.911366,40.839307
09X413,X413,Bronx High School for Medical Science,DOE,General Academic,Secondary School,Open,240 EAST 172 STREET,-73.911366,40.839307
09X414,X414,Jonathan Levin High School for Media and Communica,DOE,General Academic,High school,Closed,240 EAST 172 STREET,-73.911366,40.839307
11X415,X415,Christopher Columbus High School,DOE,General Academic,High school,Closed,925 ASTOR AVENUE,-73.860729,40.860443
11X418,X418,Bronx High School for the Visual Arts,DOE,General Academic,High school,Open,2040 ANTIN PL,-73.864438,40.851577
11X418,X418,Bronx High School for the Visual Arts,DOE,General Academic,High school,Open,2040 ANTIN PL,-73.864438,40.851577
